PLAN TYPE,PLAN NO,PLAN YEAR,CALENDAR YEAR,Plan,DESCRIPITION OF PLAN,# OF SHEETS,Project on File,LINK TO ELECTRONIC FILES
S,140,1999,1999,S-140-1999,WELLINGTON COMMONS - LAYOUT; UTE; ERO; RD; P&P,4,X,S-140-1999
S,141,1984,1984,S-141-1984,PROPERTY OF YORK FAMILY PROPERTIES  ; 2600 BLK. YONKERS RD.  (S-756 ; S-878 ),2,X,S-141-1984
S,141,1986,Apr-86,S-141-1986,CLIFF CREEK SUBDIVISION    ( L-833 ),1,X,S-141-1986
S,141,1999,Jul-99,S-141-1999,PINECREST TOWNHOMES PH 2 - PHASING PLAN; LAYOUT; STRM; UTE; ERO; RDS; P&P,16,X,S-141-1999
S,141,1999,2000,S-141-1999,PINECREST TOWNHOMES PH 1 - RD; DR; SS; ERO; P&P; STRM,20,X,S-141-1999
S,141,2000,2000,S-141-2000,KINGDOM HALL CHURCH / FOX RD - STE; SWR; ROAD WID,6,X,S-141-2000
S,141,2000,2001,S-141-2000,KINGDOM HALL - FOX ROAD - PAVEMENT MARKING REVISION,1,X,S-141-2000
S,142,1987,1987,S-142-1987,SOUTHALL ; PHASE 3  ( S-863 ; S-923 )  / TRAILS CORNER FINAL PLAT     ( V-403 ),3,X,S-142-1987
S,142,2000,Jan-00,S-142-2000,WALNUT CREEK BUSINESS PARK - INFRASTRUCTURE PH 1 & 2,14,X,S-142-2000
S,142,2000,2001,S-142-2000,WALNUT CREEK BUS PRK - INFRASTRUCTURE PH 1&2,8,X,S-142-2000
S,143,1983,1983,S-143-1983,LOTS 135 ; 138 & 139 - CLARENCE POE HEIRS   ,3,X,S-143-1983
S,143,1986,Feb-86,S-143-1986,LAKE BOONE ARBOR ; LOT #2    ( K-687-1 -7 ; K-688 ),8,X,S-143-1986
S,144,1987,Aug-87,S-144-1987,SUBDIVISION OF LOT 59 ; BUDLEIGH FOREST  (L-914 ),1,X,S-144-1987
S,145,2000,Aug-00,S-145-2000,HEDINGHAM ON THE NEUSE - DRN; ERO; DTLS; P&P; UTE,5,X,S-145-2000
S,145,2000,2000,S-145-2000,SAPHIRE VALLEY PHS (HOTN) - SUBD; UTE; ERO; P&P,5,X,S-145-2000
S,146,1987,Aug-87,S-146-1987,DIVISION OF LOT 4 ; FRANK D. CASTLEBURY Jr. LAND     (J-541 ),1,X,S-146-1987
S,146,2000,2000,S-146-2000,HEDINGHAM ON THE NEUSE - STE OKAB; ERO; DRN; DTLS,5,X,S-146-2000
S,147,1987,Jun-87,S-147-1987,NONEMAN ESTATES SUBDIVISION ; LOTS 1 & 2   (P-815 ),1,X,S-147-1987
S,147,1999,1999,S-147-1999,NEIGHBORHOODS OF WALNUT CREEK TOWNHOMES - UTE; STR; ERO,11,X,S-147-1999
S,147,2000,1/1/2000,S-147-2000,WALNUT CREEK BUSINESS PARK-LT. 5 -3071 BUSINESS PARK RD.,4,X,S-147-2000
S,147,2001,2001,S-147-2001,PEARL RIDGE SUBD PH 3-8 - STE; UTE; STRM; ERO; P&P; SS O/F,15,X,S-147-2001
S,147,2001,2001,S-147-2001,VILLAGES AT PEARL RIDGE; PHASE 1-6 (FORMERLY PEARL RIDGE SUBDIVISION),18,X,S-147-2001
S,148,1985,Feb-85,S-148-1985,"PROPERTY OF NEAL AND BREWER - BLOCK "" C"" OF NORTH HILLS SUBDIVISION      ( M-834 )",1,X,S-148-1985
S,149,2000,2000,S-149-2000,WADE AVE PROP - STE; UTE; GR; DR; ERO; OUTFALL; DETAILS,9,X,S-149-2000
S,149,2001,2001,S-149-2001,SPRINGSTONE SUBD CLUSTER DEV - STE; STRM; P&P ERO,11,X,S-149-2001
S,149,2001,2001,S-149-2001,SPRINGSTONE SUBD CLUSTER DEV - REVISION STRM,2,X,S-149-2001
S,150,1987,Feb-87,S-150-1987,PROPERTY OF LOT#5 - THE FORUM ; 20' SANITARY SEWER EASEMENT DEDICATION  ( M-828 ; M-852 ),2,X,S-150-1987
S,150,2000,2000,S-150-2000,BRIER CREEK COUNTRY CLUB - STE PLAN; ERO; PLN; UTE; GR; DR; DTLS,12,X,S-150-2000
S,151,2000,2001,S-150-2000,BRIER CREEK C CLUB PH 9 LAND BAY W-2 - STE; UTE; ERO; RDS; SS; P&P,9,X,S-150-2000
S,152,2000,2000,S-152-2000,HEDINGHAM BLKWATER RUN SEC 2 PH 9&10 - UTE; DRN; ERO; DTLS; P&P,5,X,S-152-2000
S,152,2000,2002,S-152-2000,HEDINGHAM BLACKWOLF RUN SEC 2 - PH 9&10 - REVISION VERTICAL DESIGN & STRM SWR,5,X,S-152-2000
S,152,2001,2001,S-152-2000,SIX FORKS DEV - RD/WTR P&P; STE; LYT; UTE; GR; DR; ERO; STR,11,X,S-152-2000
S,153,1984,May-84,S-153-1984,NORTH FARMS  ( S-804 ),1,X,S-153-1984
S,153,1986,Jul-86,S-153-1986,STONEHENGE 12 SUBDIVISION  ( L-781 ; L-838 ; L-839 ),3,X,S-153-1986
S,153,1987,Jan-87,S-153-1987,SUBDIVISION APPROVED MAP ; NORTH BOULEVARD INDUSTRIAL PARK  (S-871),1,X,S-153-1987
S,153,2001,2001,S-153-2001,BRIER CREEK COUNTRY CLUB PH 18 LAND BAY N - STE; ERO; GR; STRM; UTE; P&P,13,X,S-153-2001
S,154,1986,May-86,S-154-1986,SEDGEWOOD DR. APARTMENT SITE         ( K-742 ),1,X,S-154-1986
S,154,1987,Jan-87,S-154-1987,RECOMB. & SUB'D.;BROOK FOREST SUB'D.     ( L-989 ),1,X,S-154-1987
S,154,2001,2001,S-154-2001,MILNER MEMORIAL CHURCH SDWK PLAN,1,X,S-154-2001
S,155,1986,Nov-86,S-155-1986,OAKWOOD GREEN ; PHASE 1     (A-151 ; A-155 ),2,X,S-155-1986
S,155,1987,Oct-87,S-155-1987,PROPERTY SURVEY FOR LAUREL BROOK  ; PHASE'S 3 & 4    ( K-781 ; L-963 ; L-1065 ),3,X,S-155-1987
S,155,2001,2002,S-155-2001,FALLS GLEN III - BARNGATE WY EXTN - P&P,3,X,S-155-2001
S,157,1985,Nov-86,S-157-1985,TRYON INDUSTRIAL PARK; VARIOUS LOTS & ANNEX.  ( W-222 ; W-223 ; W-224 ; W-225 ;W-228 ; W-230 ),6,X,S-157-1985
S,157,1986,Jul-86,S-157-1986,SUB'D. OF LOT 1-PURRINGTON ; STREB ; LANSTON LAND INTO LOTS 1A ; 1B ; 1C; 1429 CANTERBURY RD.,1,X,S-157-1986
S,157,1987,Aug-87,S-157-1987,SUB'D. OF LOTS 1 & 2 OF L. N. CLIFTON PROPERTY - 402 HARDING ST.    ( A-152 ),1,X,S-157-1987
S,157,2001,2001,S-157-2001,WARD SUBD - KING CHAS RD WIDENING P&P,1,X,S-157-2001
S,158,1984,Nov-84,S-158-1984,DUNBARTON POINTE AT GREYSTONE VILLAGE    ( M-704 ),1,X,S-158-1984
S,158,1985,Aug-86,S-158-1985,OLDE RALEIGH ; PHASE'S 1 & 2  (K-663 ; K-684 ) / CARTERS MILL ; PHASE 5    (W-226 ),3,X,S-158-1985
S,158,1987,Feb-87,S-158-1987,HAMMOND INDUSTRIAL PARK  ( W-234 ; W-235 ; W-239 ; W-247 ; W-248 ; W-256 ; W-262 ),7,X,S-158-1987
S,159,1985,Aug-86,S-159-1985,OLDE RALEIGH ; PHASE'S 1 & 2  (K-662 ; K-663 ; K-664 ; K-667 ; K-683 ; K-684 ; K-685 ;K-686 ; K-730 ) ,9,X,S-159-1985
S,159,1986,Aug-85,S-159-1986,SURVEY FOR SUBDIVISION OF LOT 1 ; DHIC SUBDIVISION     (D-167 ),1,X,S-159-1986
S,159,1987,Jun-87,S-159-1987,INGRAM SUBDIVISION  ( Q-1235 ),1,X,S-159-1987
S,160,2001,2001,S-160-2001,BRIER CREEK COUNTRY CLUB PH 17 & 19 LAND BAYS A & C2 - STE; ERO; GR; STRM; UTE; &P,10,X,S-160-2001
S,161,1986,Apr-86,S-161-1986,HARRIS WHOLESALE ; INCORPORATED SUBDIVISION    (Q-1101 ),1,X,S-161-1986
S,161,2001,2001,S-161-2001,RIVERSIDE TRACT 9 PH 1 - STE; L/S; P&P; ERO,9,X,S-161-2001
S,161,2001,2001,S-161-2001,RVERSIDE RTACT 9 PH 2; 3; 4 & 5 - LYT; STE; L/S; ERO; P&P; SWR,12,X,S-161-2001
S,162,1985,Nov-85,S-162-1985,PROPERTY OF FRANK WOODLEY ( COUNTRY CLUB VILLAS SITES - M-782 ),1,X,S-162-1985
S,163,1983,Jul-83,S-163-1983,RALEIGH-SOUTHERN INDUSTRIAL PARK ; PHASE 1   (X-140 ),1,X,S-163-1983
S,163,1985,Dec-86,S-163-1985,PROPERTY OF ASHTON SQUARE PARTENERS   ( S-789 ),1,X,S-163-1985
S,163,1987,Aug-87,S-163-1987,NORTH CHATEAU LA POINTE ; PHASE 1 ;SECTIONS 1 & 2  ( P-843-A ;P-843-B; P-843-C ; P-854;P-867; P-868 ),6,X,S-163-1987
S,163,2000,2000,S-163-2000,CRESTWOOD SUBDIVISIONS - STE PLN; UTL; ERO; RDWY; DTLS,10,X,S-163-2000
S,164,1985,Nov-85,S-164-1985,BROADLANDS SUBDIVISION ; PHASE 3 ; PART'S 1 & 2     ( S-885 ; S-886 ),2,X,S-164-1985
S,164,1986,Feb-87,S-164-1986,HEDINGHAM PLAZA ; LOCATION OF SANITARY SEWER EASEMENT  ( S-827 ; S-848 ),2,X,S-164-1986
S,164,1987,Nov-89,S-164-1987,SOUTH CHATEAU LA POINTE  ; PHASE'S 1A & 1B   ( P-850 ; P-866 ) ,2,X,S-164-1987
S,165,1986,Nov-89,S-165-1986,OLDE RALEIGH ; PHASE 4 ; LOT'S H ;I & G     ( K-697 ; K-721 ),2,X,S-165-1986
S,165,2000,2001,S-165-2000,TW ALEXANDER PLANCE PH 1 - STE; UTE; P&P ERO; DTLS,31,X,S-165-2000
S,165,2000,2003,S-165-2000,TW ALEXANDER PLACE LOT 52,1,X,S-165-2000
S,165,2000,2001,S-165-2000,TW ALEXANDER PL OFFSITE SAN SWR OUTFALL,2,X,S-165-2000
S,165,2000,2002,S-165-2000,ALEXANDER PL PROMENADE SWR O/F A&D,2,X,S-165-2000
S,165,2000,2002,S-165-2000,ALEXANDER PLACE SUBD PH 1 - SAN SWR & WTR LINE CONSTR; STE; GR; STRM; P&P,13,X,S-165-2000
S,166,1985,May-86,S-166-1985,STRAWNS CROSSING - SECTION 1    (S-758 ),1,X,S-166-1985
S,166,2000,2000,S-166-2000,THE OAKS AT ALLYNS LADING - SAN SWR EXT,1,X,S-166-2000
S,166,2000,2001,S-166-2000,MONUMENT LANE - CONSTR PLNS; DTLS,3,X,S-166-2000
S,167,1986,Oct-86,S-167-1986,R/W DEDICATION MAP FOR PROPERTY OF B.G.D. PARTNERS ; INC. -3126 BLUE RIDGE RD.  ( K-666 ),1,X,S-167-1986
S,167,1987,Nov-88,S-167-1987,HEDINGHAM PLAZA ;LOT 1  ( S-907  ),1,X,S-167-1987
S,168,1984,Aug-85,S-168-1984,TOWER RESIDENTIAL QUADS    ( S-697 ),1,X,S-168-1984
S,168,1985,Mar-86,S-168-1985,SOUTHALL ; PHASE'S 1 ; 2  & 3  ( S-757 ; S-916 ; S-955  ) ,3,X,S-168-1985
S,168,1986,Jun-87,S-168-1986,R/W DEDICATION BY DR. STEVEN C. GRUBB & MARTHA T. GRUBB ; 5919 CREEDMOOR RD.    ( L-820 ),1,X,S-168-1986
S,168,2000,2001,S-168-2000,WICKER DR WIDENING - P&P; DTLS,2,X,S-168-2000
S,170,1986,Dec-86,S-170-1986,R/W DEDICATION ; PROPERTY OF CAPITAL III ; INC. / 211 SIX FORKS RD.   ( P-795 ),1,X,S-170-1986
S,171,1985,Apr-85,S-171-1985,TRAWICK DOWNS SUBDIVSIION    ( S-820 ; S-821 ; S-822 ; S-823 ; S-824 ; S-825 ; S-830 ; S-832 ; S-836 ),9,X,S-171-1985
S,173,1986,Apr-86,S-173-1986,HEDINGHAM VILLAGE ; PHASE 2,1,X,S-173-1986
S,173,1993,Mar-93,S-173-1993,BETTY B. COWING SUBDIVISION        ( T-840 ),1,X,S-173-1993
S,174,1985,May-85,S-174-1985,LAKEVEIW ; PHASE 1       ( Y-393-A  ; Y-394-A  Y-395 ),3,X,S-174-1985
S-,174,1986,Jan-86,S-174-1986,JIM HARDIN SUBDIVISION    ( Y-408 ),1,X,S-174-1986
S,175,1985,Sep-85,S-175-1985,PROPERTY OF HIGHWOODS SOUTH  COMPANY     (Q-1234 ),1,X,S-175-1985
S,175,1986,Jan-86,S-175-1986,FIELDCROSS @ EAGLECHASE      ( L-T-682 )         ,1,X,S-175-1986
S,175,1987,Dec-87,S-175-1987,YONKERS ASSOCIATES      (S-869 ),1,X,S-175-1987
S,177,1986,Feb-86,S-177-1986,ACC PARK     ( L-780 ; L-883 ; L-885 ; L-927 ),4,X,S-177-1986
S,177,1987,Aug-87,S-177-1987,SUBDIVISION OF CITY OF RALEIGH PROPERTY    (Y-428),1,X,S-177-1987
S,178,1985,Apr-85,S-178-1985,VICTORIA PLACE SUBDIVISION    (T-581 ),1,X,S-178-1985
S,179,1986,Jul-86,S-179-1986,TRAILWOOD KNOLL ; PHASE 1 & 2  ( Y-418 ; Y-442 ),2,X,S-179-1986
S,180,1986,Apr-86,S-180-1986,GLEN EDEN TOWNES    (K-679 0,1,X,S-180-1986
S,181,1985,Jun-85,S-181-1985,NOTTINGHAM ; PHASE 1 &  2   ( T-596 ; T-609 ),2,X,S-181-1985
S,182,1986,Aug-86,S-182-1986,PROPERTY OF JUSTICE JOHN DORSEY ; III & GRETCHIN BARNES DORSEY  ( I-152 ),1,X,S-182-1986
S,183,1986,Aug-86,S-183-1986,PROPERTY OF ROLLY BANNISTER Jr. & MARTHA  T. BANNISTER     (X-147 ),1,X,S-183-1986
S,186,1984,May-84,S-186-1984,PROPERTY OF TECHNOLOGY LAND COMPANY ; RALEIGH CORPORATE CENTER  ( J-537 ),1,X,S-186-1984
S,186,1985,Jan-85,S-186-1985,ROBINS  ROOST TOWNHOUSES    ( T-589 ),1,X,S-186-1985
S,187,1986,Sep-86,S-187-1986,COOPER'S GLEN      ( P-796 ),1,X,S-187-1986
S,188,1986,May-86,S-188-1986,PROPERTY OF OSTIA RALPH SELF AND JOAN L. SELF      (N-142 ),1,X,S-188-1986
S,190,1985,Oct-85,S-190-1985,PROVIDENCE SQUARE ; PRELIMINARY SITE PLAN  (M-754 ),1,X,S-190-1985
S,190,1998,Nov-98,S-190-1998,SANITARY SEWER EASEMNET FOR PROPERTY OF SOUTH POINTE BUILDERS  ,1,X,S-190-1998
S,191,1985,Oct-85,S-191-1985,HARGETTE EAST TOWNHOMES     ( D-159 ),1,X,S-191-1985
S,191,1986,Sep-86,S-191-1986,PROPERTY OF COLIN B. CAMU AND ROBIN CAMU       ( K-665 ),1,X,S-191-1986
S,192,1986,Dec-86,S-192-1986,THISTLEDOWN TOWNHOUSES      (Y-405 ; Y-444 ),2,X,S-192-1986
S,193,1985,Apr-86,S-193-1985,STRATTON PARK   ( M-757 ),1,X,S-193-1985
S,196,1985,Dec-86,S-196-1985,SUBDIVISION AND RECOMBINATION  OF McGEE PROPERTY  ( Q-1081 ),1,X,S-196-1985
S,198,1986,Sep-87,S-198-1986,MIDDLETON PLACE - PROPERTY OF DR. & MRS. CHARLES M. KISTLER - 1505 RIDGE RD.    ( K-704 ),1,X,S-198-1986
S,199,1985,Jun-86,S-199-1985,COBBLESTONE TOWNHOUSES II     ( S-752 ),1,X,S-199-1985
S,199,1997,Oct-87,S-199-1997,PROPERTY OF HERBERT THOMAS HEIRS   ,1,X,S-199-1997
S,200,1985,Jul-85,S-200-1985,COBBLESTONE SUBDIVISION   (S-728 ; S-747 ; S-770 ; S-805 ),4,X,S-200-1985
S,202,1986,Dec-84,S-202-1986,PROPERTY OF RALPH & MARY GUT,1,X,S-202-1986
S,204,1985,Jul-86,S-204-1985,LANDFALL NORTH      (L-758 ),1,X,S-204-1985
S,205,1986,Oct-86,S-205-1986,NEW FARMERS MARKET ; NCDA      ( Y-400 ),1,X,S-205-1986
S,207,1985,Aug-86,S-207-1985,RIVER LANDINGS II      ( S-779 ; S-780 ),2,X,S-207-1985
S,211,1985,Apr-88,S-211-1985,CHADWICK  ; PHASE 2 SECTIONS 1-4        ( M-825 ; M-848 ; M862 ; M-893 ; M-894 ),5,X,S-211-1985
S,211,1986,Sep-87,S-211-1986,SALEM  WOODS OFFICE PARK CONDOMINIUMS REVISIONS     (P-792 ),1,X,S-211-1986
S,211,1987,Feb-89,S-211-1987,CHADWICK  ; PHASE 2         ( M-820  ),1,X,S-211-1987
S,213,1987,Aug-87,S-213-1987,THREE LAKES SUBDIVISION  ; SECTIONS  1 & 3    ( T-647 ; T-649 ),2,X,S-213-1987
S,214,1985,Nov-85,S-214-1985,TOWNEDGE PLACE  ( K-540 ),1,X,S-214-1985
S,215,1985,May-86,S-215-1985,NORTH RIDGE SQUARE SUBDIVISION  ,11,X,S-215-1985
S,215,1986,Jan-87,S-215-1986,TAZWELL PLACE   ( K-676 ),1,X,S-215-1986
S,216,1985,Jan-85,S-216-1985,STRAWNS CROSSING    (S-811 ; S-864 ; S-968 ),3,X,S-216-1985
S,217,1985,Aug-85,S-217-1985,NORTH / BELTLINE CENTER ; RECOMBINATION AND EASEMENT MAP   ( S-852 ),1,X,S-217-1985
S,217,1986,Nov-86,S-217-1986,SUBDIVISION OF TRACT 3 OF BENTLY AND ASSOCIATES ; 7100 BLK. LOUISBURG RD. ( S-797 0,1,X,S-217-1986
S,217,1987,Nov-87,S-217-1987,PROPERTY OF ROBERT N. JOHNSON    ( S-851 ),1,X,S-217-1987
S,218,1985,Sep-85,S-218-1985,PLANTATION SQUARE SHOPPING CENTER   ( S-792 ; S-793 ),2,X,S-218-1985
S,218,1986,Nov-86,S-218-1986,BASHFORD RIDGE SUBDIVISION     ( J-528 ),1,X,S-218-1986
S,220,1986,Mar-87,S-220-1986,LEESVILLE BUSINESS COMPLEX ; CAROLINA POWER & LIGHT COMPANY    ( L-806 ),1,X,S-220-1986
S,221,1986,Jan-87,S-221-1986,RIGHT OF WAY DEDICATION MAP AND PROPERTY SURVEY FOR ANGEL GROUP    ( L-953 ),1,X,S-221-1986
S,259,1999,Oct-99,S-259-1999,WHITE MEMORIAL PRESBYTERIAN CHURCH        ,3,X,S-259-1999
S,901,1988,3/20/1990,S-901-1988,THE FALLS  ; LAYOUT,3,X,S-901-1988
S,923,1986,12/21/1987,S-923-1986,BROWNLEIGH INDUSTRIAL PARK  ; PHASE 2  (L-877),1,X,S-923-1986
S,928,1986,Dec-86,S-928-1986,LEESVILLE RD. RELOCATION / HARRINGTON GROVE SUBDIVISION ( L-823 ; L-949 ; L-960 ; L-1120 ;L-1121 ),5,X,S-928-1986
S,31,2008,13-Jan,S-31-2008,HIGHPARK COURT INFRASTRUCTURE PLANS,7,X,S-31-2008
S,33,2012,13-Jun,S-33-2012,WIMBLETON SUBD; CONST PLANS,14,X,S-33-2012
S,16,2013,8/8/2013,S-16-2013,PEACE ST TOWNES ; CONST. PLANS - REVISED 7-31-2013,13,X,S-16-2013
S,5,2013,8/29/2013,S-5-2013,PURRINGTON WEST SUB'D. CONST. PLANS,6,X,S-5-2013
S,31,2012,9/9/2013,S-31-2012,PLESANT GROVE PARK SUBDIVISION,13,X,S-31-2012
S,2,2013,9/12/2013,S-2-2013,WAKEFEILD ; LOT M ; REV.9-12-2013 - 2700 WAKEFIELD PLANTATION BLVD.,22,X,S-2-2013
S,9,2013,7/12/2013,S-9-2013,DOROTHEA COMMONS;607 & 627 DOROTHEA DR,50,X,S-9-2013
S,35,2012,10/9/2013,S-35-2012,JACOBS RESERVE - FORMERLY W. MILLBROOK RD SUB'D.,13,X,S-35-2012
S,3,2013,6/11/2013,S-3-2013,OLD OAK COMMONS SUB'D. - LEESVILLE RD ; MAJOR OAK LN ; VENTURE OAK WAY& FRIENDSHIP OAK TR,21,X,S-3-2013
S,15,2013,11/21/2013,S-15-2013,THE GROVE AT FALLON PARK - 2302 NOBLE RD,14,X,S-15-2013
S,17,2013,13-Sep,S-17-2013,TOWNS ON WADE ; TOWNHOMES - 2809 & 2817 WADE AVE,11,X,S-17-2013
S,31,2013,11/15/2013,S-31-2013,NEUSE RIDGE SUB'D. ; PHASE 4,14,X,S-31-2013
S,28,2013,1/17/2014,S-28-2013,WATERS SUBDIVISION ; 1211 CURRITUCK DR.,8,X,S-28-2013
S,24,2012,1/15/2014,S-24-2012,5401 NORTH; PHASES 2;3;4;7 & 9 - 6621 PERRY CREEK RD.,70,X,S-24-2012
SP,1,2004,2004,SP-1-2004,321 WEST JONES ST - SVY;DEM;STE;STA;LDSP;PLNT;GRA;CON;RD;DEM - OFFICE AND RESIDENTIAL,26,X,SP-1-2004
SP,1,2006,2006,SP-1-2006,RALEIGH FAST PARK - WESTGATE RD,15,X,SP-1-2006
SP,2,2009,6/29/2009,SP-2-2009,N.C. LICENSING BOARD FOR GENERAL CONTRACTORS - CREEDMORE RD.,5,X,SP-2-2009
SP,2,2011,1/10/2011,SP-2-2011,INFRASTRUCTURE PLANS FOR VISION BAPTIST CHURCH-7633 BUFFALOE RD.;REVISED 1/18/2012,5,X,SP-2-2011
SP,3,2001,2001,SP-3-2001,HERTZ EQUIPMENT RENTAL - SS - 1409 CAPITAL BLVD.,1,X,SP-3-2001
SP,3,2003,2003,SP-3-2003,NORTH RIDGE CHURCH MASTER SITE / UTILITY PLAN - 7601 FALLS OF NEUSE RD,13,X,SP-3-2003
SP,3,2003R,2004,SP-3-2003,"NORTH RIDGE CHURCH ""REVISION"" - STE;UTE - 7601 FALLS OF NEUSE RD",1,X,SP-3-2003
SP,3,2004,2004,SP-3-2004,EATON FERRY TOO - SITE PLAN;GRA;STRM;DRN;ERO;UTE;SWR;WTR - 10701 GLENWOOD AVE,11,X,SP-3-2004
SP,3,2005,2006,SP-3-2005,THE MAGELLON SCHOOL SEWER ONLY - 9324 BAILEYWICK RD,2,X,SP-3-2005
SP,3,2005,2006,SP-3-2005,THE MAGELLON SCHOOL - BAILYWICK RD. WIDENING & PARKING CONFIGURATION,9,X,SP-3-2005
SP,3,2010,,SP-3-2010,MEADOW CREEK COMMONS - RALEIGH BLVD / ROYAL PINES DR,3,X,SP-3-2010
SP,4,1998,Feb-98,SP-4-1998,THE PANTRY ; INC.#916 -CONVEINCE STORE SITE- 3721 TRYON RD.,17,X,SP-4-1998
SP,4,2009,11/4/2009,SP-4-2009,BURT DRIVE APARTMENTS ; CONST.DRAWINGS -3722 BURT DR / 1527 GORMAN ST,6,X,SP-4-2009
SP,5,2001,2001,SP-5-2001,BOWMAN PROPERTY - STE; P&P; DTLS; L/S - 8320 EBENEZER CHURCH RD,5,X,SP-5-2001
SP,5,2002,2002,SP-5-2002,YATES MILL CO PARK PH2 & 2A IMPROVEMENTS - ROADS P&P; DETAILS - 4109 LAKE WHEELER PARK,10,X,SP-5-2002
SP,5,2004,2004,SP-5-2004,2641 NOBLIN ROAD LOT 5A - WILLIAMS REALITY AND BUILDING CO.,3,X,SP-5-2004
SP,5,2009,9-Mar,SP-5-2009,THE PARK AT LAKE BOONE ; CONSTRUCTION PLANS; 4516 & 4600 LAKE BOONE TRAIL,10,X,SP-5-2009
SP,6,2001,2001,SP-6-2001,LYNN RD OFC RD WIDENING - R/W - 6801 PLEASANT PINES DR,1,X,SP-6-2001
SP,6,2005,6-Apr,SP-6-2005,MT. PEACE BAPTIST CHURCH ; 1601 MARTIN LUTHER KING JR. BLVD.,16,X,SP-6-2005
SP,6,2008,6/26/2009,SP-6-2008,STRICKLAND ROAD STATE EMPLOYEE CREDIT UNION/PRIVATE STREETS ONLY- 8551 COLONADE CENTER DR,3,X,SP-6-2008
SP,6,2008,3/22/2010,SP-6-2008,STRICKLAND ROAD STATE EMPLOYEE CREDIT UNION/PRIVATE STREETS ONLY,3,X,SP-6-2008
SP,6,2011,4/2/2012,SP-6-2011,REX HOSPITAL-REX FRONT SITE - INFRASTRUCTURE,3,X,SP-6-2011
SP,6,2012,6/24/2012,SP-6-2012,"WAKE TECHNICAL COMMUNITY COLLEGE; PARKING LOT ""G""  - 6851 PERRY CREEK RD",25,X,SP-6-2012
SP,7,2009,9-Feb,SP-7-2009,4309 NEW BERN AVE.- OFF-SITE ROADWAY-CVS PHARMACY,8,X,SP-7-2009
SP,8,2000,2000,SP-8-2000,JONES FRANKLIN OFC CONDOS - WATER SWR CONSTR; STE; UTE- 1601 & 1605 JONES FRANKLIN RD,4,X,SP-8-2000
SP,8,2001,2001,SP-8-2001,2496 BLUE RIDGE RD - HARDEN RD ASSOC LLC PROP,6,X,SP-8-2001
SP,8,2002,2002,SP-8-2002,ECKERD STORE # 3924 HWY 401 & PERRY CRK RD - DEMO; STE; GR; UTE; ERO; PP; L/S; IRRIG,12,X,SP-8-2002
SP,9,2000,2000,SP-9-2000,FALLS POINT SHOPPING CTR - DURANT RD  AND FALLS OF THE NEUSE RD,4,X,SP-9-2000
SP,9,2000A,2000,SP-9-2000,FALLS POINT SHOPPING CTR - STE; DR; SS; ERO; UTE; P&P; RD WID,21,X,SP-9-2000
SP,9,2003,2003,SP-9-2003,CREEDMOOR OFFICE BLDG - CREEDMOOR RD WIDENING,1,X,SP-9-2003
SP,9,2003A,2005,SP-9-2003,CREEDMOOR OFFICE BLDG (CREEDMOOR RD WIDENING PLAN) SIDEWALK REVISION,1,X,SP-9-2003
SP,9,2011,5/24/2011,SP-9-2011,SITE PLAN FOR TYSON ROE ;DDS - 6004 CREEDMOOR RD-REV.7/29/2011,16,X,SP-9-2011
SP,10,2004,,SP-10-2004,CROSS LINK RD. CAR WASH - CROSS LINK RD AND LYNDHURST DR.,10,X,SP-10-2004
SP,10,1998,Sep-98,SP-10-1998,LODGE AMERICA EXTENDED STAY HOTEL - CAPITAL BLVD & MAYFLOWER DR.,5,X,SP-10-1998
SP,10,2005,2005,SP-10-2005,TWIN LAKES PROFESSIONAL PARK (LAKE DR P&P & SEWER EXTENSION)- 2601 LAKE VEIW DR,2,X,SP-10-2005
SP,10,2009,10/23/2009,SP-10-2009,R0GERS FARM NORTH ; PHASE 1- NO. ROGERS LANE ; RALEIGH BEACH RD & NEW BERN AVE(U.S.HWY 64),21,X,SP-10-2009
SP,11,1997,2000,SP-11-1997,TRIANGLE TOWN CTR ROADS - RDS; P&P -TRIANGLE TOWNE CENTER BLVD; OLD WAKE FOREST RD & SUMNER BLVD,85,X,SP-11-1997
SP,11,1997,2006,SP-11-1997,TRIANGLE TOWN CENTER SNITARY SEWER EXTENSION,5,X,SP-11-1997
SP,11,1997A,2000,SP-11-1997,TRIANGLE TOWN CTR - STE; UTE; P&P; RDS,20,X,SP-11-1997
SP,11,1997B,2000,SP-11-1997,TRIAMGLE TOWN CTR - WATER ONLY,14,X,SP-11-1997
SP,11,2001,2002,SP-11-2001,NATIONAL HERITAGE ACADEMIES ELEM CHARTER SCHOOL - STE; UTE; GR; P&P; ERO; L/S; SS P&P - 3815 ROCK QUARRY RD,21,X,SP-11-2001
SP,11,2003,2003,SP-11-2003,LIGON MIDDLES SCHOOL ADDITIONS AND RENNOVATIONS - 106 E. LENOIR ST.,23,X,SP-11-2003
SP,11,2003,2002,SP-11-2003,LIGON MIDDLE SCHOOL,23,X,SP-11-2003
SP,11,2005,2006,SP-11-2005,222 GLENWOOD - PUBLIC IMP. ; CURB & GUTTER & PAVING,11,X,SP-11-2005
SP,11,2005,8-May,SP-11-2005,222 GLENWOOD PUBLIC IMPROVEMENTS - REVISIONS,2,X,SP-11-2005
